,Name,Born,Died,Age,Gender,Class/Dept,Ticket,Fare,Cabin,Joined,Occupation,Survived?,Boat,Body,Nationality,URL
122,"ANDREW, Mr Frank Thomas",1885.0,1912.0,26,Male,2nd Class Passenger,34050,£10             10s,,Southampton,Miner,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/frank-thomas-andrew.html
123,"KARUN, Miss Manca",1907.0,1971.0,5,Female,3rd Class Passenger,349256,£13             8s             4d,,Cherbourg,,SAVED,15,,"Slovenian, Austrian",https://www.encyclopedia-titanica.org/titanic-survivor/manca-karun.html
124,"KVILLNER, Mr Johan Henrik Johannesson",1881.0,1912.0,31,Male,2nd Class Passenger,18723,£10             10s,,Southampton,Mechanical Engineer,LOST,,165.0,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/johan-henrik-johannesson-kvillner.html
125,"MCNAMEE, Mr Neal",1884.0,1912.0,27,Male,3rd Class Passenger,376566,£16             2s,,Southampton,Provision Manager,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/neal-mcnamee.html
126,"ZAKARIAN, Mr Mampré",1890.0,1912.0,22,Male,3rd Class Passenger,2656,£7             4s             6d,,Cherbourg,,LOST,,304.0,"Armenian, Turkish",https://www.encyclopedia-titanica.org/titanic-victim/mapriededer-zakarian.html
127,"LEWY, Mr Ervin G.",1881.0,1912.0,30,Male,1st Class Passenger,17612,£27             14s             5d,,Cherbourg,Jeweller,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/ervin-lewy.html
128,"DYKER, Mr Adolf Fredrik",1888.0,1912.0,23,Male,3rd Class Passenger,347072,£13             18s,,Southampton,General Labourer,LOST,,,"Swedish, American",https://www.encyclopedia-titanica.org/titanic-victim/adolf-fredrik-dyker.html
129,"MYLES, Mr Thomas Francis",1849.0,1912.0,63,Male,2nd Class Passenger,240276,£9             13s             9d,,Queenstown,Gentleman,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/thomas-francis-myles.html
130,"PARKES, Mr Francis",1890.0,1912.0,21,Male,2nd Class Passenger H&W Guarantee Group,239853,,,Belfast,Plumber,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/frank-parkes.html
131,"NYE, Mrs Elizabeth",1882.0,1963.0,29,Female,2nd Class Passenger,29395,£10             10s,F33,Southampton,,SAVED,11,,English,https://www.encyclopedia-titanica.org/titanic-survivor/elizabeth-nye.html
132,"LIVSHIN, Mr David",1887.0,1912.0,25,Male,3rd Class Passenger,374887,£7             5s,,Southampton,Jeweller,LOST,B,,Latvian,https://www.encyclopedia-titanica.org/titanic-victim/david-abraham-harmer-livshin.html
133,"WIDEGREN, Mr Carl Peter",1861.0,1912.0,51,Male,3rd Class Passenger,347064,£7             15s,,Southampton,Seaman,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/carl-charles-peter-widegren.html
134,"LUNDIN, Miss Olga Elida",1889.0,1973.0,23,Female,3rd Class Passenger,347469,£7             17s             1d,,Southampton,,SAVED,10,,Swedish,https://www.encyclopedia-titanica.org/titanic-survivor/olga-elida-lundin.html
135,"SAGE, Miss Constance Gladys",1904.0,1912.0,7,Female,3rd Class Passenger,2343,£69             11s,,Southampton,,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/constance-gladys-sage.html
136,"CORNBLATT, Mr Harris",1882.0,1912.0,30,Male,3rd Class Passenger,SOTON/OQ 392090,£8             1s,,Southampton,Upholsterer,LOST,,,Polish,https://www.encyclopedia-titanica.org/titanic-victim/harry-corn.html
137,"EITEMILLER, Mr George Floyd",1886.0,1912.0,25,Male,2nd Class Passenger,29751,£13.00,,Southampton,,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/george-floyd-eitemiller.html
138,"BROWNE, Rev. Francis M.",1880.0,,32,Male,1st Class Passenger Cross Channel Passenger,84,£4.00,A-37,Southampton,,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/francis-browne.html
139,"TANNūS, Master As'ad",1911.0,1931.0,5m,Male,3rd Class Passenger,2625,£8             10s             4d,,Cherbourg,,SAVED,16,,Syrian,https://www.encyclopedia-titanica.org/titanic-survivor/assad-alexander-thomas-tannous.html
140,"ROOD, Mr Hugh Roscoe",1873.0,1912.0,39,Male,1st Class Passenger,113767,£50.00,A32,Southampton,Businessman,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/hugh-rood.html
141,"KIMBALL, Mr Edwin Nelson Jr.",1870.0,1927.0,42,Male,1st Class Passenger,11753,£52             11s             1d,D19,Southampton,,SAVED,5,,American,https://www.encyclopedia-titanica.org/titanic-survivor/edwin-nelson-kimball.html
142,"DAHL, Mr Charles Edward",1866.0,1933.0,45,Male,3rd Class Passenger,7598,£8             1s,,Southampton,Carpenter / Joiner,SAVED,15,,Norwegian,https://www.encyclopedia-titanica.org/titanic-survivor/charles-edward-dahl.html
143,"BUTRUS-KA'Wī, Mr Tannūs",1891.0,1912.0,21,Male,3rd Class Passenger,2648,£7             4s             7d,,Cherbourg,Shoemaker,LOST,,,Syrian,https://www.encyclopedia-titanica.org/titanic-victim/tannous-betros.html
144,"KELLY, Miss Mary",1890.0,1950.0,22,Female,3rd Class Passenger,14312,£7             15s,,Queenstown,,SAVED,D,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/mary-kelly.html
145,"HARRIS, Mr Walter",1867.0,1912.0,45,Male,2nd Class Passenger,14208,£10             10s,,Southampton,,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/walter-harris.html
146,"CHRISTY, Miss Rachel Juli Cohen",1887.0,1931.0,25,Female,2nd Class Passenger,237789,£30.00,,Southampton,,SAVED,12,,English,https://www.encyclopedia-titanica.org/titanic-survivor/rachel-julie-cohen-christy.html
147,"LAMB, Mr John J.",1881.0,1912.0,31,Male,2nd Class Passenger,240261,£10             14s             2d,,Queenstown,Jeweller,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/john-joseph-lamb.html
148,"LENOX-CONYNGHAM, Master Dennis Hugh",1902.0,1928.0,10,Male,1st Class Passenger Cross Channel Passenger,84,£3.00,,Southampton,,,,,,https://www.encyclopedia-titanica.org/titanic-biography/dennis-lenox-conyngham.html
149,"CHAMBERS, Mrs Bertha",1879.0,1959.0,32,Female,1st Class Passenger,113806,£53             2s,E8,Southampton,,SAVED,5,,American,https://www.encyclopedia-titanica.org/titanic-survivor/bertha-chambers.html
150,"DE GRASSE, Mr J.",,,,Male,2nd Class Passenger Cross Channel Passenger,761,£1.00,,Southampton,,,,,,https://www.encyclopedia-titanica.org/titanic-biography/j-de-grasse.html
151,"KLASéN, Mr Klas Albin",1893.0,1912.0,18,Male,3rd Class Passenger,350404,£7             17s             1d,,Southampton,Farm Labourer,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/klas-albin-klasen.html
152,"ABELSON, Mrs Anna",1883.0,1972.0,28,Female,2nd Class Passenger,3381,£24.00,,Cherbourg,,SAVED,10,,Russian,https://www.encyclopedia-titanica.org/titanic-survivor/abelson.html
153,"DEL CARLO, Mrs Argene",1887.0,1970.0,24,Female,2nd Class Passenger,2167,£27             14s             5d,,Cherbourg,,SAVED,11,,Italian,https://www.encyclopedia-titanica.org/titanic-survivor/argene-del-carlo.html
154,"WHITE, Mr Richard Frasar",1890.0,1912.0,21,Male,1st Class Passenger,35281,£77             5s             9d,D26,Southampton,,LOST,,169.0,American,https://www.encyclopedia-titanica.org/titanic-victim/richard-frasar-white.html
155,"DOOLY, Mr Patrick",1875.0,1912.0,37,Male,3rd Class Passenger,370376,£7             15s,,Queenstown,General Labourer,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/patrick-dooley.html
156,"YAZBAK, Mrs Sīlānah Iskandar Nāsīf Abī Dāghir",1894.0,1966.0,17,Female,3rd Class Passenger,2659,£14             9s             1d,,Cherbourg,,SAVED,,,Syrian,https://www.encyclopedia-titanica.org/titanic-survivor/selini-celiney-yazbeck.html
157,"MAGUIRE, Mr John Edward",1882.0,1912.0,30,Male,1st Class Passenger,110469,£26.00,C108,Southampton,,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/john-edward-maguire.html
158,"WHITE, Mr Percival Wayland",1857.0,1912.0,54,Male,1st Class Passenger,35281,£77             5s             9d,D26,Southampton,Manufacturer,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/percival-wayland-white.html
159,"CARRUTHERS, Mr Francis",,,,Male,1st Class Passenger,,,,Belfast,Civil Servant,,,,English,https://www.encyclopedia-titanica.org/titanic-biography/francis-carruthers.html
160,"COUTTS, Master Neville Leslie",1908.0,1977.0,3,Male,3rd Class Passenger,37671,£15             18s,,Southampton,,SAVED,2,,English,https://www.encyclopedia-titanica.org/titanic-survivor/leslie-coutts.html
161,"WICK, Miss Mary Natalie",1880.0,1944.0,31,Female,1st Class Passenger,36928,£164             17s             4d,C7,Southampton,,SAVED,8,,American,https://www.encyclopedia-titanica.org/titanic-survivor/mary-natalie-wick.html
162,"FORTUNE, Mr Charles Alexander",1892.0,1912.0,19,Male,1st Class Passenger,19950,£263.00,C23/25/27,Southampton,,LOST,,,Canadian,https://www.encyclopedia-titanica.org/titanic-victim/charles-alexander-fortune.html
163,"BUTLER, Mr Reginald Fenton",1886.0,1912.0,25,Male,2nd Class Passenger,234686,£13.00,,Southampton,Mechanical Engineer,LOST,,97.0,English,https://www.encyclopedia-titanica.org/titanic-victim/reginald-fenton-butler.html
164,"HEWLETT, Mrs Mary Dunbar",1855.0,1917.0,56,Female,2nd Class Passenger,248706,£16.00,,Southampton,,SAVED,13,,English,https://www.encyclopedia-titanica.org/titanic-survivor/mary-dunbar-hewlett.html
165,"BECKWITH, Mrs Sarah Maybell",1865.0,1955.0,46,Female,1st Class Passenger,11751,£52             11s             1d,D35,Southampton,,SAVED,5,,American,https://www.encyclopedia-titanica.org/titanic-survivor/sallie-beckwith.html
166,"PERSSON, Mr Ernst Ulrik",1886.0,1951.0,25,Male,3rd Class Passenger,347083,£7             15s             6d,,Southampton,Chauffeur,SAVED,15,,Swedish,https://www.encyclopedia-titanica.org/titanic-survivor/ernst-ulrik-persson.html
167,"NISKANEN, Mr Juho",,1927.0,,Male,3rd Class Passenger,3101289,£7             18s             6d,,Southampton,,SAVED,9,,Finnish,https://www.encyclopedia-titanica.org/titanic-survivor/juha-niskanen.html
168,"HERMAN, Mrs Jane",1861.0,1937.0,50,Female,2nd Class Passenger,220845,£65.00,,Southampton,,SAVED,9,,"English, Indian",https://www.encyclopedia-titanica.org/titanic-survivor/jane-herman.html
169,"YVOIS, Miss Henriette Virginie",1889.0,1912.0,22,Female,2nd Class Passenger,248747,£13.00,,Southampton,,LOST,,,French,https://www.encyclopedia-titanica.org/titanic-victim/henriette-yvois.html
170,"ASIM, Mr Adola",1877.0,1912.0,35,Male,3rd Class Passenger,3101310,£7             1s,,Southampton,General Labourer,LOST,,,Syrian,https://www.encyclopedia-titanica.org/titanic-victim/adola-asim.html
171,"SIRAGANIAN, Mr Arsen",1890.0,1912.0,22,Male,3rd Class Passenger,2669,£7             4s             7d,,Cherbourg,Farmer,LOST,,,"Armenian, Turkish",https://www.encyclopedia-titanica.org/titanic-victim/orsen-sirayanian.html
172,"PERKIN, Mr John Henry",1888.0,1912.0,23,Male,3rd Class Passenger,21174,£7             5s,,Southampton,Farmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/john-henry-perkin.html
173,"WEST, Mr Edwy Arthur",1875.0,1912.0,36,Male,2nd Class Passenger,34651,£27             15s,,Southampton,,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/edwy-arthur-west.html
174,"JUSSILA, Miss Mari Aina",1891.0,1912.0,21,Female,3rd Class Passenger,4137,£9             16s             10d,,Southampton,Servant,LOST,,,Finnish,https://www.encyclopedia-titanica.org/titanic-victim/mari-aina-jussila.html
175,"THOMPSON, Mr Joseph",1878.0,1917.0,34,Male,1st Class Passenger H&W Guarantee Group,,,,Belfast,Painter & Decorator,,,,,https://www.encyclopedia-titanica.org/titanic-biography/joey-thompson.html
176,"JOHANSSON, Mr Karl Johan",1880.0,1912.0,31,Male,3rd Class Passenger,347063,£7             15s             6d,,Southampton,,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/karl-johan-johansson.html
177,"DE PELSMAEKER, Mr Alfons",1895.0,1912.0,16,Male,3rd Class Passenger,345778,£9             10s,,Southampton,Farm Labourer,LOST,,,Belgian,https://www.encyclopedia-titanica.org/titanic-victim/alfons-de-pelsmaeker.html
178,"ALLISON, Miss Helen Loraine",1909.0,1912.0,2,Female,1st Class Passenger,113781,£151             16s,C22/26,Southampton,,LOST,,,Canadian,https://www.encyclopedia-titanica.org/titanic-victim/loraine-allison.html
179,"MULVIHILL, Miss Bridget Elizabeth",1886.0,1959.0,25,Female,3rd Class Passenger,382653,£7             15s,,Queenstown,,SAVED,15,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/bridget-mulvihill.html
180,"JONSSON, Mr Karl",1886.0,1956.0,25,Male,3rd Class Passenger,350417,£7             17s             1d,,Southampton,General Labourer,SAVED,,,Swedish,https://www.encyclopedia-titanica.org/titanic-survivor/carl-jonsson.html
181,"SINCOCK, Miss Maude",1891.0,1984.0,20,Female,2nd Class Passenger,33112,£36             15s,,Southampton,,SAVED,11,,Canadian,https://www.encyclopedia-titanica.org/titanic-survivor/maude-sincock.html
182,"DIKA, Mr Mirko",1895.0,1912.0,17,Male,3rd Class Passenger,349232,£7             17s             11d,,Southampton,,LOST,,,Croatian,https://www.encyclopedia-titanica.org/titanic-victim/mirko-dika.html
183,"ČALIć, Mr Petar",1895.0,1912.0,17,Male,3rd Class Passenger,315086,£8             13s             3d,,Southampton,Farm Labourer,LOST,,,Croatian,https://www.encyclopedia-titanica.org/titanic-victim/petar-calic.html
184,"LENOX-CONYNGHAM, Miss Eileen",1900.0,1993.0,11,Female,1st Class Passenger Cross Channel Passenger,84,£3.00,,Southampton,,,,,Scottish,https://www.encyclopedia-titanica.org/titanic-biography/eileen-lenox-conyngham.html
185,"STANLEY, Mr Rowland Edwin",1890.0,1912.0,22,Male,3rd Class Passenger,45380,£8             1s,,Southampton,Porter,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/edward-roland-stanley.html
186,"VEAL, Mr James",1871.0,1912.0,40,Male,2nd Class Passenger,28221,£13.00,,Southampton,,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/james-veal.html
187,"KINK-HEILMANN, Mrs Luise",1886.0,1979.0,26,Female,3rd Class Passenger,315153,£22                         6d,,Southampton,,SAVED,2,,"German, Swiss",https://www.encyclopedia-titanica.org/titanic-survivor/luise-kink-heilmann.html
188,"URUCHURTU, Don. Manuel Ramirez",1872.0,1912.0,39,Male,1st Class Passenger,17601,£27             14s             5d,,Cherbourg,Lawyer,LOST,,,Mexican,https://www.encyclopedia-titanica.org/titanic-victim/manuel-uruchurtu.html
189,"VANDEWALLE, Mr Nestor Cyriel",1883.0,1912.0,28,Male,3rd Class Passenger,345770,£9             10s,,Southampton,Merchant,LOST,,,Belgian,https://www.encyclopedia-titanica.org/titanic-victim/nestor-cyriel-vandewalle.html
190,"SUNDERLAND, Mr Victor Francis",1892.0,1973.0,20,Male,3rd Class Passenger,392089,£8             1s,,Southampton,Farmer,SAVED,B,,English,https://www.encyclopedia-titanica.org/titanic-survivor/victor-francis-sunderland.html
191,"ROSBLOM, Mr Viktor Richard",1894.0,1912.0,18,Male,3rd Class Passenger,370129,£20             4s             3d,,Southampton,General Labourer,LOST,,,Finnish,https://www.encyclopedia-titanica.org/titanic-victim/viktor-richard-rosblom.html
192,"SUTTON, Mr Frederick",1850.0,1912.0,61,Male,1st Class Passenger,36963,£32             6s             5d,D50,Southampton,Property Developer / Real Estate,LOST,,46.0,English,https://www.encyclopedia-titanica.org/titanic-victim/frederick-sutton.html
193,"LORING, Mr Joseph Holland",1882.0,1912.0,30,Male,1st Class Passenger,113801,£45             10s,,Southampton,Stockbroker,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/joseph-holland-loring.html
194,"RYERSON, Master John Borie",1898.0,1986.0,13,Male,1st Class Passenger,17608,£262             7s             6d,B57/63/66,Cherbourg,,SAVED,4,,American,https://www.encyclopedia-titanica.org/titanic-survivor/john-borie-ryerson.html
195,"ALLEN, Mr William Henry",1873.0,1912.0,39,Male,3rd Class Passenger,373450,£8             1s,,Southampton,Tool Maker,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-henry-allen.html
196,"ASPLUND, Master Clarence Gustaf Hugo",1902.0,1912.0,9,Male,3rd Class Passenger,347077,£31             7s             9d,,Southampton,,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/clarence-gustaf-hugo-asplund.html
197,"LINDELL, Mrs Elin Gerda",1881.0,1912.0,30,Female,3rd Class Passenger,349910,£15             11s,,Southampton,,LOST,A,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/elin-gerda-lindell.html
198,"JOHNSON, Master Harold Theodor",1908.0,1968.0,4,Male,3rd Class Passenger,347742,£11             2s             8d,,Southampton,,SAVED,15,,"Swedish,American",https://www.encyclopedia-titanica.org/titanic-survivor/harold-theodor-johnson.html
199,"DEAN, Mrs Eva Georgetta",1879.0,1975.0,32,Female,3rd Class Passenger,2315,£20             11s             6d,,Southampton,,SAVED,10,,English,https://www.encyclopedia-titanica.org/titanic-survivor/eva-georgetta-dean.html
200,"GREENBERG, Mr Samuel",1860.0,1912.0,51,Male,2nd Class Passenger,250647,£13.00,,Southampton,,LOST,,19.0,Russian,https://www.encyclopedia-titanica.org/titanic-victim/samuel-greenberg.html
201,"PEARS, Mrs Edith",1889.0,1956.0,22,Female,1st Class Passenger,113776,£66             12s,C2,Southampton,,SAVED,8,,English,https://www.encyclopedia-titanica.org/titanic-survivor/edith-pears.html
202,"LANDERGREN, Miss Aurora Adelia",1889.0,1947.0,22,Female,3rd Class Passenger,7077,£7             5s,,Southampton,,SAVED,13,,Swedish,https://www.encyclopedia-titanica.org/titanic-survivor/aurora-adelia-landergren.html
203,"SANDSTRöM, Mrs Agnes Charlotta",1887.0,1985.0,24,Female,3rd Class Passenger,9549,£16             14s,G6,Southampton,,SAVED,13,,"Swedish,American",https://www.encyclopedia-titanica.org/titanic-survivor/agnes-charlotta-sandstrom.html
204,"ROTHES,  Lucy Noël Martha, Countess of",1878.0,1956.0,33,Female,1st Class Passenger,110152,£86             10s,B77,Southampton,Of Independent Means,SAVED,8,,English,https://www.encyclopedia-titanica.org/titanic-survivor/countess-of-rothes.html
205,"POCRNIć, Mr Mate",1895.0,1912.0,17,Male,3rd Class Passenger,315095,£8             13s             3d,,Southampton,,LOST,,,Croatian,https://www.encyclopedia-titanica.org/titanic-victim/mate-pokrnic.html
